file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
tribuo-4.0.2/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/TrainTest.java,org.tribuo.classification.liblinear.TrainTest$TrainTestOptions,innerclass,4,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,3,0,0,0,0,20,9,0
tribuo-4.0.2/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/TrainTest.java,org.tribuo.classification.liblinear.TrainTest,class,8,3,1,6,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,1,0,1,0,4,1,3,1,0,1,0,24,1,0
tribuo-4.0.2/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/LibLinearClassificationTrainer.java,org.tribuo.classification.liblinear.LibLinearClassificationTrainer,class,22,16,2,27,34,0.0,0.0,9,0,5,0,4,0,9,0,0,0,2,1,0,2,0,0,1,0,4,78,4,3,2,0,0,5,12,25,1,13,3,0,0,0,138,1,0
tribuo-4.0.2/Classification/Explanations/src/test/java/org/tribuo/classification/explanations/lime/MNISTDemo.java,org.tribuo.classification.explanations.lime.MNISTDemo,class,22,1,1,26,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,5,33,0,0,0,0,1,10,8,17,3,17,0,0,0,0,72,1,8
tribuo-4.0.2/Classification/Explanations/src/test/java/org/tribuo/classification/explanations/lime/LIMEColumnarTest.java,org.tribuo.classification.explanations.lime.LIMEColumnarTest$Anonymous2,anonymous,1,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
tribuo-4.0.2/Classification/Explanations/src/test/java/org/tribuo/classification/explanations/lime/LIMEColumnarTest.java,org.tribuo.classification.explanations.lime.LIMEColumnarTest,class,30,51,1,18,0,0.0,0.0,5,0,3,2,0,0,3,0,0,0,1,1,0,1,0,0,1,0,1,209,2,4,6,0,4,76,68,56,8,50,3,2,0,0,97,1,0
tribuo-4.0.2/Classification/Explanations/src/test/java/org/tribuo/classification/explanations/lime/LIMEColumnarTest.java,org.tribuo.classification.explanations.lime.LIMEColumnarTest$Anonymous1,anonymous,1,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
tribuo-4.0.2/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/TabularExplainer.java,org.tribuo.classification.explanations.TabularExplainer,interface,5,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
tribuo-4.0.2/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/TextExplainer.java,org.tribuo.classification.explanations.TextExplainer,interface,3,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
tribuo-4.0.2/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/ColumnarExplainer.java,org.tribuo.classification.explanations.ColumnarExplainer,interface,3,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
