"filename", "language", "XML", "Markdown", "YAML", "Java", "JSON", "Shell Script", "Python", "Jupyter", "comment", "blank", "total"
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/Core/src/test/java/org/tribuo/multilabel/MultiLabelFactoryTest.java", "Java", 0, 0, 0, 87, 0, 0, 0, 0, 17, 21, 125
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/Core/src/test/java/org/tribuo/multilabel/MultiLabelTest.java", "Java", 0, 0, 0, 31, 0, 0, 0, 0, 15, 11, 57
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/Core/src/test/java/org/tribuo/multilabel/MutableMultiLabelInfoTest.java", "Java", 0, 0, 0, 18, 0, 0, 0, 0, 15, 10, 43
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/Core/src/test/java/org/tribuo/multilabel/Utils.java", "Java", 0, 0, 0, 38, 0, 0, 0, 0, 15, 11, 64
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/Core/src/test/java/org/tribuo/multilabel/evaluation/MultiLabelConfusionMatrixTest.java", "Java", 0, 0, 0, 177, 0, 0, 0, 0, 19, 41, 237
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/Core/src/test/java/org/tribuo/multilabel/evaluation/MultiLabelEvaluatorTest.java", "Java", 0, 0, 0, 113, 0, 0, 0, 0, 15, 23, 151
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/MultiLabel/pom.xml", "XML", 87, 0, 0, 0, 0, 0, 0, 0, 15, 4, 106
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/README.md", "Markdown", 0, 174, 0, 0, 0, 0, 0, 0, 0, 48, 222
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/Regression/Core/pom.xml", "XML", 60, 0, 0, 0, 0, 0, 0, 0, 16, 4, 80
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.2/Regression/Core/src/main/java/org/tribuo/regression/ImmutableRegressionInfo.java", "Java", 0, 0, 0, 145, 0, 0, 0, 0, 26, 27, 198
