file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/test/java/org/tribuo/json/JsonDataSourceTest.java,org.tribuo.json.JsonDataSourceTest,buildRowProcessor/0,false,56,14,1,3,13,1,4,0,3,0,0,0,0,0,0,14,1,4,0,0,0,0,0,27,10,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/test/java/org/tribuo/json/JsonDataSourceTest.java,org.tribuo.json.JsonDataSourceTest,loadTest/0,false,75,10,1,10,12,0,7,0,10,1,1,0,0,0,0,2,1,7,0,0,0,0,0,34,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/test/java/org/tribuo/json/JsonDataSourceTest.java,org.tribuo.json.JsonDataSourceTest,loadEmptyTest/0,false,98,6,2,7,12,0,4,0,7,1,1,0,0,1,0,3,0,4,0,1,0,0,0,38,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,"JsonDataSource/3[java.nio.file.Path,org.tribuo.data.columnar.RowProcessor<T>,boolean]",true,75,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,postConfig/0,false,107,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,1,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,rowIterator/0,false,118,2,2,0,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,14,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,toString/0,false,113,1,1,1,3,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,JsonDataSource/0,true,66,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,"JsonDataSource/3[java.net.URI,org.tribuo.data.columnar.RowProcessor<T>,boolean]",true,86,2,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,"JsonDataSource/4[java.net.URI,java.nio.file.Path,org.tribuo.data.columnar.RowProcessor<T>,boolean]",true,96,4,1,2,6,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,34,2,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource,getProvenance/0,false,127,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,JsonDataSourceProvenance/1[org.tribuo.json.ExtractedInfo],true,152,3,1,1,6,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,2,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,"extractProvenanceInfo/1[java.util.Map<java.lang.String,org.tribuo.json.Provenance>]",false,159,7,1,4,10,1,4,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,12,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,hashCode/0,false,184,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,"JsonDataSourceProvenance/1[java.util.Map<java.lang.String,org.tribuo.json.Provenance>]",true,148,2,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,JsonDataSourceProvenance/1[org.tribuo.json.JsonDataSource<T>],true,141,5,1,7,6,0,0,1,7,0,0,0,0,0,0,1,0,3,0,0,0,0,0,8,0,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,equals/1[java.lang.Object],false,173,1,5,3,7,4,1,1,3,0,0,0,3,0,0,0,0,1,0,1,0,0,0,13,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonDataSource.java,org.tribuo.json.JsonDataSource$JsonDataSourceProvenance,getInstanceValues/0,false,189,1,1,2,7,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance$StripProvenanceOptions,getOptionsDescription/0,false,248,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance,main/1[java.lang.String[]],false,272,12,12,21,68,1,17,1,21,1,2,0,3,3,0,17,1,17,6,3,0,0,0,93,9,11,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance,"convertModel/3[org.tribuo.Model<T>,java.lang.String,org.tribuo.json.StripProvenance.StripProvenanceOptions]",false,209,10,5,15,34,2,18,3,15,3,1,1,0,0,2,7,0,18,2,2,0,0,0,54,10,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance,"cleanProvenance/3[org.tribuo.provenance.ModelProvenance,java.lang.String,org.tribuo.json.StripProvenance.StripProvenanceOptions]",false,117,8,10,9,38,1,5,3,9,0,0,0,0,0,0,3,0,10,0,1,0,0,0,51,10,1,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance,"cleanEnsembleProvenance/4[org.tribuo.provenance.EnsembleModelProvenance,org.tribuo.json.ListProvenance<org.tribuo.provenance.ModelProvenance>,java.lang.String,org.tribuo.json.StripProvenance.StripProvenanceOptions]",false,165,10,8,9,31,1,4,4,9,0,0,0,0,0,0,3,0,8,0,1,0,0,0,41,10,1,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance,StripProvenance/0,true,82,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/StripProvenance.java,org.tribuo.json.StripProvenance$ModelTuple,"ModelTuple/2[org.tribuo.Model<T>,org.tribuo.provenance.ModelProvenance]",true,361,3,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonFileIterator.java,org.tribuo.json.JsonFileIterator,close/0,false,122,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonFileIterator.java,org.tribuo.json.JsonFileIterator,JsonFileIterator/1[java.io.Reader],true,56,7,5,13,35,0,6,1,13,0,0,0,0,1,0,5,0,10,2,4,0,0,0,51,1,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonFileIterator.java,org.tribuo.json.JsonFileIterator,JsonFileIterator/1[java.net.URI],true,94,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,true
/home/antonio/Documents/GitHub/UniPD-IdS-HW2/./project/tribuo-4.1.0/Json/src/main/java/org/tribuo/json/JsonFileIterator.java,org.tribuo.json.JsonFileIterator,getRow/0,false,99,4,4,9,23,3,2,0,9,0,0,0,0,1,0,2,0,2,1,2,0,0,0,20,4,0,false
