QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI
org.tribuo.util.tokens.impl.SplitCharactersTokenizerTest	SplitCharactersTokenizerTest	low	low	low-medium	low	2	2	0	1	0	2	70	69	0	0	2	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.impl.SplitPatternTokenizer	SplitPatternTokenizer	low	low	low-medium	low	2	8	2	0	0	16	88	56	5	0	8	0	0	0.7	0.0	643	0	0.0
org.tribuo.util.tokens.impl.SplitPatternTokenizerTest	SplitPatternTokenizerTest	low	low	low	low	1	3	0	1	0	3	43	42	0	0	3	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.impl.TokenizerSerializationTest	TokenizerSerializationTest	low	low-medium	low	low	7	2	0	1	0	2	40	38	0	0	2	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.impl.UniversalTokenizerTest	UniversalTokenizerTest	low	low	low-medium	low	2	6	2	1	0	4	59	58	0	0	4	0	0	0.0	0.0	0.0	0	0.0
<Package>org.tribuo.util.tokens.options	org.tribuo.util.tokens.options	low	low-medium	low-medium	low						15	120											
org.tribuo.util.tokens.options.BreakIteratorTokenizerOptions	BreakIteratorTokenizerOptions	low	low	low	low	2	1	0	0	0	1	6	3	0	0	1	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.options.CoreTokenizerOptions	CoreTokenizerOptions	low	low-medium	low	low	7	4	3	0	0	7	35	26	4	0	1	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.options.CoreTokenizerOptionsTest	CoreTokenizerOptionsTest	low	low	low-medium	low	3	7	4	1	0	4	62	52	0	0	2	1	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.options.SplitCharactersTokenizerOptions	SplitCharactersTokenizerOptions	low	low	low	low	2	1	0	0	0	1	9	3	2	0	1	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.options.SplitPatternTokenizerOptions	SplitPatternTokenizerOptions	low	low	low	low	2	1	0	0	0	1	6	3	0	0	1	0	0	0.0	0.0	0.0	0	0.0
org.tribuo.util.tokens.options.TokenizerOptions	TokenizerOptions	low	low	low	low	1	1	0	1	4	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0
<Package>org.tribuo.util.tokens.universal	org.tribuo.util.tokens.universal	low	low	low-medium	low						149	382											
org.tribuo.util.tokens.universal.Range	Range	low	low	low-medium	low	1	8	0	0	0	10	60	42	6	0	8	0	0	389	437	95	0	0.0
org.tribuo.util.tokens.universal.UniversalTokenizer	UniversalTokenizer	very-high	low	medium-high	low-medium	3	29	13	0	0	139	322	275	17	0	21	4	0	886	0.67	918	0	0.0
