"filename", "language", "XML", "Jupyter", "YAML", "Markdown", "Java", "Shell Script", "Python", "JSON", "comment", "blank", "total"
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/ViterbiModel.java", "Java", 0, 0, 0, 0, 151, 0, 0, 0, 43, 35, 229
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/ViterbiTrainer.java", "Java", 0, 0, 0, 0, 97, 0, 0, 0, 42, 22, 161
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/ViterbiTrainerOptions.java", "Java", 0, 0, 0, 0, 23, 0, 0, 0, 18, 9, 50
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/package-info.java", "Java", 0, 0, 0, 0, 1, 0, 0, 0, 19, 1, 21
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/TestLabelEvaluationUtil.java", "Java", 0, 0, 0, 0, 143, 0, 0, 0, 15, 23, 181
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/Utils.java", "Java", 0, 0, 0, 0, 27, 0, 0, 0, 15, 9, 51
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/baseline/TestDummyClassifier.java", "Java", 0, 0, 0, 0, 42, 0, 0, 0, 15, 11, 68
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/evaluation/ConfusionMetricsTest.java", "Java", 0, 0, 0, 0, 31, 0, 0, 0, 15, 11, 57
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/evaluation/EvaluationAggregationTests.java", "Java", 0, 0, 0, 0, 189, 0, 0, 0, 34, 52, 275
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/evaluation/LabelConfusionMatrixTest.java", "Java", 0, 0, 0, 0, 51, 0, 0, 0, 15, 15, 81
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/evaluation/LabelEvaluatorTest.java", "Java", 0, 0, 0, 0, 181, 0, 0, 0, 15, 29, 225
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/evaluation/TestUtils.java", "Java", 0, 0, 0, 0, 27, 0, 0, 0, 15, 6, 48
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/sequence/viterbi/DefaultOutcomeFeatureExtractorTest.java", "Java", 0, 0, 0, 0, 36, 0, 0, 0, 15, 14, 65
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Core/src/test/java/org/tribuo/classification/sequence/viterbi/ViterbiModelTest.java", "Java", 0, 0, 0, 0, 23, 0, 0, 0, 15, 10, 48
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/configs/cart-example.xml", "XML", 11, 0, 0, 0, 0, 0, 0, 0, 19, 4, 34
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/pom.xml", "XML", 78, 0, 0, 0, 0, 0, 0, 0, 15, 3, 96
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/CARTClassificationOptions.java", "Java", 0, 0, 0, 0, 56, 0, 0, 0, 18, 12, 86
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/CARTClassificationTrainer.java", "Java", 0, 0, 0, 0, 60, 0, 0, 0, 51, 13, 124
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/TrainTest.java", "Java", 0, 0, 0, 0, 31, 0, 0, 0, 18, 10, 59
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/ClassifierTrainingNode.java", "Java", 0, 0, 0, 0, 200, 0, 0, 0, 56, 31, 287
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/InvertedFeature.java", "Java", 0, 0, 0, 0, 190, 0, 0, 0, 49, 27, 266
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/TreeFeature.java", "Java", 0, 0, 0, 0, 98, 0, 0, 0, 49, 26, 173
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/package-info.java", "Java", 0, 0, 0, 0, 1, 0, 0, 0, 18, 1, 20
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/Entropy.java", "Java", 0, 0, 0, 0, 24, 0, 0, 0, 18, 9, 51
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/GiniIndex.java", "Java", 0, 0, 0, 0, 22, 0, 0, 0, 18, 9, 49
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/LabelImpurity.java", "Java", 0, 0, 0, 0, 79, 0, 0, 0, 53, 31, 163
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/package-info.java", "Java", 0, 0, 0, 0, 1, 0, 0, 0, 18, 1, 20
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/package-info.java", "Java", 0, 0, 0, 0, 1, 0, 0, 0, 18, 1, 20
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/test/java/org/tribuo/classification/dtree/TestCART.java", "Java", 0, 0, 0, 0, 73, 0, 0, 0, 15, 15, 103
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/DecisionTree/src/test/java/org/tribuo/classification/dtree/TestClassificationEnsembles.java", "Java", 0, 0, 0, 0, 109, 0, 0, 0, 18, 18, 145
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/configs/adaboost-example.xml", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 19, 6, 41
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/configs/bagging-example.xml", "XML", 18, 0, 0, 0, 0, 0, 0, 0, 19, 7, 44
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/configs/random-forest-example.xml", "XML", 18, 0, 0, 0, 0, 0, 0, 0, 19, 7, 44
"/home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.1/Classification/Experiments/pom.xml", "XML", 91, 0, 0, 0, 0, 0, 0, 0, 15, 2, 108
